Concept name,Concept categories,Concept literal,Language
"food democracy","","food democracy","en"
"food democracy","","food_democracy","en"
"Panama","Country","Panama","en"
"capitol hill","","capitol hill","en"
"capitol hill","","capitolhill","en"
"pop tart","","pop tart","en"
"pop tart","","poptart","en"
"roche","","roche","en"
"nitrate","","nitrate","en"
"diet soda","Drink; Soft Drink","diet soda","en"
"diet soda","Drink; Soft Drink","dietsoda","en"
"Kraft Heinz","","Kraft Heinz","en"
"Kraft Heinz","","Kraft Heinz company","en"
"food startup","","food start-up","en"
"food startup","","food startup","en"
"food startup","","food startups","en"
"food startup","","foodstartup","en"
"food startup","","foodstartups","en"
"billboard","","billboard","en"
"gut bacteria","Health Risk; pathogen; bacteria","bowel bacteria","en"
"gut bacteria","Health Risk; pathogen; bacteria","gut bacteria","en"
"gut bacteria","Health Risk; pathogen; bacteria","gut bacterium","en"
"gut bacteria","Health Risk; pathogen; bacteria","gutbacteria","en"
"gut bacteria","Health Risk; pathogen; bacteria","intestine bacteria","en"
"mother jones","","mother jones","en"
"mother jones","","motherjones","en"
"immune system response","","immune answer","en"
"immune system response","","immune reaction","en"
"immune system response","","immune reply","en"
"immune system response","","immune response","en"
"immune system response","","immune system answer","en"
"immune system response","","immune system reaction","en"
"immune system response","","immune system reply","en"
"immune system response","","immune system response","en"
"immune system response","","toxic immune response","en"
"healthy people","","healthy people","en"
"healthy people","","healthypeople","en"
"high temperature","","high temperature","en"
"high temperature","","hightemperature","en"
"eating GMO","","eating GMO","en"
"chutney","","chutney","en"
"American Academy of Pediatrics","","AAP","en"
"American Academy of Pediatrics","","American Academy of Pediatrics","en"
"American Academy of Pediatrics","","american academy of pediatrics","en"
"food world","","food world","en"
"food world","","foodworld","en"
"blood flow","","blood flow","en"
"blood flow","","bloodflow","en"
"skin cancer","Disease / Condition; Cancer","skin cancer","en"
"state law","","state law","en"
"local community","","local community","en"
"local community","","localcommunity","en"
"enticing","","enticing","en"
"growth hormone","","growth hormone","en"
"growth hormone","","growthhormone","en"
"low-carb diet","","low carb dieting","en"
"low-carb diet","","low-carb diet","en"
"low-carb diet","","low-carb dieting","en"
"chlorine","","chlorine","en"
"hospitalization","","hospitalisation","en"
"hospitalization","","hospitalization","en"
"niece","Children","niece","en"
"consumer report","","consumer report","en"
"consumer report","","consumerreport","en"
"digestive tract","","digestive tract","en"
"farm worker","","farm worker","en"
"farm worker","","farmworker","en"
"firearm","","firearm","en"
"center for food safety","","center for food safety","en"
"tea party","","tea party","en"
"chemical company","","chemical company","en"
"life expectancy","","life expectancy","en"
"life expectancy","","lifeexpectancy","en"
"nutrient-rich","","nutrient-rich","en"
"Smarties","Brand; Nestle brand","Nestle Smarties","en"
"Smarties","Brand; Nestle brand","Nestlé Smarties","en"
"Smarties","Brand; Nestle brand","Smarties","en"
"small farmer","","small farmer","en"
"small farmer","","smallfarmer","en"
"developing world","","developing world","en"
"developing world","","developingworld","en"
"cantaloupe","","cantaloup","en"
"cantaloupe","","cantaloupe","en"
"child advertisement","","big food marketing to child","en"
"child advertisement","","big food marketing to children","en"
"child advertisement","","big food marketing to kid","en"
"child advertisement","","big food marketing to minor","en"
"child advertisement","","big food marketing to youngster","en"
"child advertisement","","big food merchandising to kid","en"
"child advertisement","","big food selling to kid","en"
"child advertisement","","child advertisement","en"
"child advertisement","","children advertisement","en"
"child advertisement","","food marketing to child","en"
"child advertisement","","food marketing to children","en"
"child advertisement","","food marketing to kid","en"
"child advertisement","","food marketing to minor","en"
"child advertisement","","food marketing to youngster","en"
"child advertisement","","food merchandising to kid","en"
"child advertisement","","food selling to kid","en"
"child advertisement","","kid advertisement","en"
"child advertisement","","kidstvads","en"
"child advertisement","","marketing to kid","en"
"child advertisement","","minor advertisement","en"
"child advertisement","","youngster advertisement","en"
"fukushima","","fukushima","en"
"inhumane method","","inhumane","en"
"inhumane method","","inhumane method","en"
"mandatory label","","mandatory label","en"
"teriyaki","","teriyaki","en"
"coconut water","","cocoanut water","en"
"coconut water","","coconut water","en"
"coconut water","","coconutwater","en"
"safety concern","","safety concern","en"
"chemtrail","","chemtrail","en"
"chemtrail","","chemtrails","en"
"avoiding processed food","","avoiding processed food","en"
"avoiding processed food","","ditching processed food","en"
"wheat flour","","wheat flour","en"
"brain food","","brain food","en"
"brain food","","brainfood","en"
"GMO safety","","GM food safety","en"
"GMO safety","","GM safety","en"
"GMO safety","","GMO food safety","en"
"GMO safety","","GMO safety","en"
"biofuel","","biofuel","en"
"biofuels","","biofuels","en"
"kidney disease","","kidney disease","en"
"kidney disease","","kidneydisease","en"
"fresh herb","","fresh herb","en"
"modern day","","modern day","en"
"American diet","","American diet","en"
"American diet","","American dieting","en"
"American diet","","Americandiet","en"
"American diet","","diet of American","en"
"American diet","","dieting of American","en"
"pork belly","","pork belly","en"
"pork belly","","porkbelly","en"
"food politics","","food politics","en"
"food politics","","foodpolitics","en"
"fizzy drink","","fizzy beverage","en"
"fizzy drink","","fizzy drink","en"
"fizzy drink","","fizzydrink","en"
"kathi","","kathi","en"
"Walgreens","","Walgreens","en"
"marketing strategy","","marketing strategy","en"
"marketing strategy","","marketingstrategy","en"
"marketing strategy","","merchandising strategy","en"
"marketing strategy","","selling strategy","en"
"political party","","political party","en"
"political party","","politicalparty","en"
"gatorade","","gatorade","en"
"food plant","","food plant","en"
"animal health","","animal health","en"
"animal health","","animalhealth","en"
"animal cruelty","","animal cruelty","en"
"food problem","","food problem","en"
"GM plant","Food; Processed Food; PF instance (generic); GMO","GM plant","en"
"GM plant","Food; Processed Food; PF instance (generic); GMO","GMO plant","en"
"GM plant","Food; Processed Food; PF instance (generic); GMO","genetic modification of plant","en"
"GM plant","Food; Processed Food; PF instance (generic); GMO","genetically modified plant","en"
"GM plant","Food; Processed Food; PF instance (generic); GMO","gm plant","en"
"glycemic index","","glycemic index","en"
"glycemic index","","glycemicindex","en"
"health care provider","","health care provider","en"
"health care provider","","healthcareprovider","en"
"food preservation","","food conservation","en"
"food preservation","","food preservation","en"
"food preservation","","food saving","en"
"Nestlé Drumstick","Brand; Nestle brand","Nestle Drumstick","en"
"Nestlé Drumstick","Brand; Nestle brand","Nestlé Drumstick","en"
"Nestlé Drumstick","Brand; Nestle brand","Sundae Cone","en"
"phosphate","","orthophosphate","en"
"phosphate","","phosphate","en"
"rehab","","rehab","en"
"folic acid","","folic acid","en"
"folic acid","","folicacid","en"
"orange peel","","orange peel","en"
"relapse","","relapse","en"
"food tank","","food tank","en"
"food tank","","foodtank","en"
"Bombay High Court","","Bombay High Court","en"
"conagra","Industry; Company","conagra","en"
"conagra","Industry; Company","conagra foods","en"
"profit margin","","earnings margin","en"
"profit margin","","gain margin","en"
"profit margin","","profit margin","en"
"profit margin","","profitmargin","en"
"animal protein","","animal protein","en"
"informed decision","","informed decision","en"
"solar energy","","solar energy","en"
"solar energy","","solar power","en"
"pringles","","pringles","en"
"microbiome","","microbiome","en"
"lower blood pressure","","lower blood pressure","en"
"kickstarter","","kickstarter","en"
"polyphenol","","polyphenol","en"
"carbon footprint","","carbon footprint","en"
"carbon footprint","","carbonfootprint","en"
"antibiotic resistance","","antibiotic immunity","en"
"antibiotic resistance","","antibiotic impedance","en"
"antibiotic resistance","","antibiotic resistance","en"
"antibiotic resistance","","antibiotic resistivity","en"
"antibiotic resistance","","antibiotic resistor","en"
"antibiotic resistance","","antibioticresistance","en"
"Nips","Brand; Nestle brand","Nestle Nips","en"
"Nips","Brand; Nestle brand","Nestlé Nips","en"
"Nips","Brand; Nestle brand","Nips","en"
"ethanol","","ethanol","en"
"world food day","","world food day","en"
"world food day","","worldfoodday","en"
"blood test","","blood test","en"
"corbyn","","corbyn","en"
"lean protein","","lean protein","en"
"lean protein","","leanprotein","en"
"high street","","high street","en"
"high street","","highstreet","en"
"conspiracy theory","","conspiracy hypothesis","en"
"conspiracy theory","","conspiracy possibility","en"
"conspiracy theory","","conspiracy theory","en"
"emerging market","","emerging market","en"
"emerging market","","emergingmarket","en"
"Romania","Country","Romania","en"
"supplementation","","supplementation","en"
"peasant","","peasant","en"
"globalization","","globalisation","en"
"globalization","","globalization","en"
"product recall","","product recall","en"
"sugar beet","","sugar beet","en"
"deforestation","","deforestation","en"
"deforestation","","disforestation","en"
"rural development","","rural development","en"
"rural development","","ruraldevelopment","en"
"hemp seed","","hemp seed","en"
"hemp seed","","hempseed","en"
"food inspector","","food examiner","en"
"food inspector","","food inspector","en"
"sweet tea","","sweet tea","en"
"sweet tea","","sweettea","en"
"multivitamin","","multivitamin","en"
"pseudoscience","Science","bad science","en"
"pseudoscience","Science","fake science","en"
"pseudoscience","Science","pseudo science","en"
"pseudoscience","Science","pseudo-science","en"
"pseudoscience","Science","pseudoscience","en"
"pseudoscience","Science","shaky science","en"
"danone","Industry; Company","danone","en"
"manure","","manure","en"
"world hunger","","world hunger","en"
"subsistence","","subsistence","en"
"pediatrician","","paediatrician","en"
"pediatrician","","pediatrician","en"
"pediatrician","","pediatrist","en"
"Bolivia","Country","Bolivia","en"
"environmentally friendly","","environmentally friendly","en"
"restaurant inspection","","restaurant brushup","en"
"restaurant inspection","","restaurant critique","en"
"restaurant inspection","","restaurant follow-up","en"
"restaurant inspection","","restaurant followup","en"
"restaurant inspection","","restaurant inspection","en"
"restaurant inspection","","restaurant reappraisal","en"
"restaurant inspection","","restaurant reassessment","en"
"restaurant inspection","","restaurant recap","en"
"restaurant inspection","","restaurant recapitulation","en"
"restaurant inspection","","restaurant reexamination","en"
"restaurant inspection","","restaurant revaluation","en"
"restaurant inspection","","restaurant review","en"
"restaurant inspection","","restaurant revue","en"
"cigars","","cigar","en"
"cigars","","cigars","en"
"joint venture","","joint venture","en"
"joint venture","","jointventure","en"
"uttar pradesh","","uttar pradesh","en"
"uttar pradesh","","uttarpradesh","en"
"crate","","crate","en"
"crate","","crates","en"
"voluntary recall","","voluntary recall","en"
"chemical use","","chemical use","en"
"dairy industry","","dairy industry","en"
"dairy industry","","dairyindustry","en"
"heart failure","","heart failure","en"
"heart failure","","heartfailure","en"
"nutrition expert","","aliment expert","en"
"nutrition expert","","alimentation expert","en"
"nutrition expert","","nourishment expert","en"
"nutrition expert","","nutriment expert","en"
"nutrition expert","","nutrition expert","en"
"nutrition expert","","nutritionexpert","en"
"nutrition expert","","sustenance expert","en"
"nutrition expert","","victuals expert","en"
"natural flavor","","natural flavor","en"
"natural flavor","","natural flavour","en"
"panera bread","","panera bread","en"
"panera bread","","panerabread","en"
"guinea pig","","guinea pig","en"
"guinea pig","","guineapig","en"
"poor diet","","poor diet","en"
"poor diet","","poor dieting","en"
"poor diet","","poordiet","en"
"vocabulary","","lexicon","en"
"vocabulary","","vocabulary","en"
"earnings per share","","EPS","en"
"earnings per share","","earning per share","en"
"earnings per share","","earnings per share","en"
"health and well-being","","health and well-being","en"
"red cross","","red cross","en"
"frozen fruit","","frozen fruit","en"
"health care cost","","health care cost","en"
"health care cost","","health care price","en"
"health care cost","","health care toll","en"
"health care cost","","healthcarecost","en"
"creamer","","creamer","en"
"stored food","Food; Processed Food; PF instance (generic)","stored food","en"
"dogma","","dogma","en"
"dogma","","tenet","en"
"vilsack","","vilsack","en"
"rehabilitation","","rehabilitation","en"
"slimming world","","slimming world","en"
"slimming world","","slimmingworld","en"
"empty calorie","PF Ingredient; sugar","empty calorie","en"
"empty calorie","PF Ingredient; sugar","sugar filler","en"
"empty calorie","PF Ingredient; sugar","unhealthy filler","en"
"rainforest","","rainforest","en"
"federal judge","","federal judge","en"
"soybean oil","","soja oil","en"
"soybean oil","","soy oil","en"
"soybean oil","","soya oil","en"
"soybean oil","","soybean oil","en"
"soybean oil","","soybeanoil","en"
"groundwater","","groundwater","en"
"autoimmune disease","","autoimmune disease","en"
"autoimmune disease","","autoimmunedisease","en"
"electrolyte","","electrolyte","en"
"fat tax","","fat tax","en"
"fat tax","","fat taxation","en"
"local farmer market","","local farmer market","en"
"processed sugar","PF Ingredient; sugar","processed carbohydrate","en"
"processed sugar","PF Ingredient; sugar","processed sugar","en"
"global leader","","global leader","en"
"global leader","","globalleader","en"
"general tso","","general tso","en"
"natural way","","natural way","en"
"homelessness","","homelessness","en"
"mayo clinic","","mayo clinic","en"
"mayo clinic","","mayoclinic","en"
"junk food tax","","junk food tax","en"
"junk food tax","","junk food taxation","en"
"iodine","","iodine","en"
"beyonce","","beyonce","en"
"crohn","","Crohn","en"
"crohn","","Crohn disease","en"
"crohn","","Crohn syndrome","en"
"crohn","","Crohn's disease","en"
"crohn","","crohn","en"
"low in calories","","low in calories","en"
"nutritional benefit","","nutritional benefit","en"
"sprite","Brand; Coca-cola brand","sprite","en"
"low wage","","low wage","en"
"fake honey","","fake honey","en"
"insecurity","","insecurity","en"
"marketing campaign","","marketing campaign","en"
"marketing campaign","","marketingcampaign","en"
"marketing campaign","","merchandising campaign","en"
"marketing campaign","","selling campaign","en"
"super bug","","super bug","en"
"super bug","","superbug","en"
"edible food","","edible food","en"
"edible food","","ediblefood","en"
"homeless man","","homeless man","en"
"milk product","","milk product","en"
"Beneful","Brand; Nestle brand","Beneful","en"
"Beneful","Brand; Nestle brand","Nestle Beneful","en"
"Beneful","Brand; Nestle brand","Nestlé Beneful","en"
"affordability","","affordability","en"
"food swap","","food swap","en"
"food swap","","foodswap","en"
"dunkin donut","","dunkin donut","en"
"dunkin donut","","dunkindonut","en"
"fad diet","","fad diet","en"
"fad diet","","fad dieting","en"
"fad diet","","faddiet","en"
"bestseller","","bestseller","en"
"lard","","lard","en"
"air contamination","","air contamination","en"
"air contamination","","air pollution","en"
"air contamination","","air taint","en"
"air contamination","","atmosphere contamination","en"
"air contamination","","breeze contamination","en"
"high demand","","high demand","en"
"high demand","","high need","en"
"high demand","","high requirement","en"
"nestlé boycott","","Boycott Nestle","en"
"nestlé boycott","","BoycottNestle","en"
"nestlé boycott","","boycott nestlé","en"
"nestlé boycott","","boycott of nestlé","en"
"nestlé boycott","","boycottnestle","en"
"nestlé boycott","","nestle boycott","en"
"nestlé boycott","","nestlé boycott","en"
"fda approval","","fda approval","en"
"fda approval","","fdaapproval","en"
"parkinson disease","","parkinson disease","en"
"parkinson disease","","parkinson's disease","en"
"wheat bread","","wheat bread","en"
"marketed food","Food; Processed Food; PF instance (generic)","marketed food","en"
"health science","Science","health science","en"
"health science","Science","healthscience","en"
"BASF","","BASF","en"
"food stamp fraud","","food stamp fraud","en"
"medical research","","medical enquiry","en"
"medical research","","medical inquiry","en"
"medical research","","medical research","en"
"influx","","influx","en"
"food safety issue","","food safety issue","en"
"food safety issue","","food safety matter","en"
"food safety issue","","food safety topic","en"
"balanced meal","","balanced meal","en"
"balanced meal","","balancedmeal","en"
"warning label","","warning label","en"
"warning label","","warninglabel","en"
"toffee","","toffee","en"
"dopamine","","dopamine","en"
"agency for research","","agency for research","en"
"apple juice","","apple juice","en"
"shop food","Food; Processed Food; PF instance (generic)","shop food","en"
"earth day","","earth day","en"
"earth day","","earthday","en"
"civil eats","","civil eats","en"
"civil eats","","civileats","en"
"food ban","","food ban","en"
"dairy food","Food; Processed Food; PF instance (generic)","dairy food","en"
"food safety modernization act","","food safety modernization act","en"
"Malawi","Country","Malawi","en"
"Nestea","Brand; Nestle brand","Nestea","en"
"Nestea","Brand; Nestle brand","Nestle Nestea","en"
"Nestea","Brand; Nestle brand","Nestlé Nestea","en"
"norovirus","","norovirus","en"
"tax dollar","","tax dollar","en"
"grandchildren","Children","grandchildren","en"
"GMO contamination","","GMO contamination","en"
"GMO contamination","","GMO pollution","en"
"GMO contamination","","GMO taint","en"
"goldman sachs","","goldman sachs","en"
"goldman sachs","","goldmansachs","en"
"loin","","loin","en"
"loin","","loins","en"
"food safety tip","","food safety tip","en"
"easter egg","","easter egg","en"
"hostage","","hostage","en"
"obesity crisis","","obesity crisis","en"
"obesity crisis","","obesitycrisis","en"
"mutton","","mutton","en"
"food rule","","food rule","en"
"food rule","","food rules","en"
"food rule","","foodrule","en"
"Nestlé Fitness","Brand; Nestle brand","Nestle Fitness","en"
"Nestlé Fitness","Brand; Nestle brand","Nestlé Fitness","en"
"american consumer","","american consumer","en"
"center for science","Science","center for science","en"
"marion nestle","Influencer; PF Influencer","m. nestle","en"
"marion nestle","Influencer; PF Influencer","marion nestle","en"
"marion nestle","Influencer; PF Influencer","marionnestle","en"
"marion nestle","Influencer; PF Influencer","prof nestle","en"
"small farm","","small farm","en"
"small farm","","smallfarm","en"
"cancer prevention","","cancer prevention","en"
"cancer prevention","","cancerprevention","en"
"savoury food","Food; Processed Food; PF instance (generic)","savoury food","en"
"boiled food","Food; Processed Food; PF instance (generic)","boiled food","en"
"food allergen","","food alergen","en"
"food allergen","","food allergen","en"
"metabolic syndrome","","metabolic syndrome","en"
"metabolic syndrome","","metabolicsyndrome","en"
"salted food","PF Ingredient; salt; Food; Processed Food; PF instance (generic)","excessive salt","en"
"salted food","PF Ingredient; salt; Food; Processed Food; PF instance (generic)","high salinity","en"
"salted food","PF Ingredient; salt; Food; Processed Food; PF instance (generic)","high salinity content","en"
"salted food","PF Ingredient; salt; Food; Processed Food; PF instance (generic)","high salt","en"
"salted food","PF Ingredient; salt; Food; Processed Food; PF instance (generic)","high salt content","en"
"salted food","PF Ingredient; salt; Food; Processed Food; PF instance (generic)","high saltiness","en"
"salted food","PF Ingredient; salt; Food; Processed Food; PF instance (generic)","high saltiness content","en"
"salted food","PF Ingredient; salt; Food; Processed Food; PF instance (generic)","high sodium","en"
"salted food","PF Ingredient; salt; Food; Processed Food; PF instance (generic)","salinity content","en"
"salted food","PF Ingredient; salt; Food; Processed Food; PF instance (generic)","salt content","en"
"salted food","PF Ingredient; salt; Food; Processed Food; PF instance (generic)","salted food","en"
"salted food","PF Ingredient; salt; Food; Processed Food; PF instance (generic)","saltiness content","en"
"gluten free food","","gluten free food","en"
"chewing gum","","chewing gum","en"
"slave labor","","slave labor","en"
"slave labor","","slave labour","en"
"slave labor","","slavelabor","en"
"fortified food","Healthy Food; Food; Processed Food; PF instance (generic)","fortified food","en"
"emergency room","","emergency room","en"
"campylobacter","","campylobacter","en"
"nestle recall","","nestle recall","en"
"nestle recall","","nestle recalls","en"
"whey protein","","whey protein","en"
"whey protein","","wheyprotein","en"
"everyday food","","everyday food","en"
"food environment","","food environment","en"
"Maggi sample","","Maggi sample","en"
"Nestle brand","Brand; Nestle brand","Cinnamon and Golden Grahams","en"
"Nestle brand","Brand; Nestle brand","Nestle Cinnamon and Golden Grahams","en"
"Nestle brand","Brand; Nestle brand","Nestlé Cinnamon and Golden Grahams","en"
"milk powder","","milk powder","en"
"milk powder","","milkpowder","en"
"milk powder","","powdered milk","en"
"food effect","","effect of food","en"
"food effect","","effects of food","en"
"food effect","","food effect","en"
"UCLA","","UCLA","en"
"monsanto protection act","","H.R. 933","en"
"monsanto protection act","","HR 933","en"
"monsanto protection act","","HR. 933","en"
"monsanto protection act","","HR933","en"
"monsanto protection act","","Section 733","en"
"monsanto protection act","","Section 735","en"
"monsanto protection act","","farmer assurance provision","en"
"monsanto protection act","","monsanto protection act","en"
"monsanto protection act","","monsantoprotectionact","en"
"sewage","","sewage","en"
"Kolkata","","Kolkata","en"
"shredded beef","","shredded beef","en"
"white flour","","white flour","en"
"gordon food","","gordon food","en"
"gordon food","","gordon food service","en"
"gordon food","","gory food service","en"
"gordon food","","goryfoodservice","en"
"recalled product","","recalled product","en"
"sport drink","","sport drink","en"
"sport drink","","sportdrink","en"
"Archer Daniels Midland","","ADM","en"
"Archer Daniels Midland","","Archer Daniels Midland","en"
"Butterfinger","Brand; Nestle brand","Butterfinger","en"
"Butterfinger","Brand; Nestle brand","Nestle Butterfinger","en"
"Butterfinger","Brand; Nestle brand","Nestlé Butterfinger","en"
"soda tax","","soda tax","en"
"soda tax","","soda taxation","en"
"soda tax","","sodatax","en"
"pasta sauce","","pasta sauce","en"
"pasta sauce","","pastasauce","en"
"dog meat","Meat","dog meat","en"
"trade group","","trade group","en"
"agriculture chat","","agchat","en"
"agriculture chat","","agriculture chat","en"
"Carnation","Brand; Nestle brand","Carnation","en"
"Carnation","Brand; Nestle brand","Nestle Carnation","en"
"Carnation","Brand; Nestle brand","Nestlé Carnation","en"
"kindergarten","","kindergarten","en"
"astrazeneca","","astrazeneca","en"
"organic food industry","","organic food industry","en"
"red lobster","","red lobster","en"
"red lobster","","redlobster","en"
"yoga mat","Health Risk; chemical","azodicarbonamide","en"
"yoga mat","Health Risk; chemical","yoga mat","en"
"yoga mat","Health Risk; chemical","yoga mat chemical","en"
"food diary","","food diary","en"
"food diary","","fooddiary","en"
"geneva","","geneva","en"
"green juice","","green juice","en"
"green juice","","greenjuice","en"
"maturity","","maturity","en"
"sugar level","","sugar level","en"
"private company","","private company","en"
"private company","","privatecompany","en"
"hydrogenated oil","Artificial Ingredient","PHO","en"
"hydrogenated oil","Artificial Ingredient","hydrogenated oil","en"
"hydrogenated oil","Artificial Ingredient","partially hydrogenated oil","en"
"cardiologist","","cardiologist","en"
"oxidative stress","","oxidative strain","en"
"oxidative stress","","oxidative stress","en"
"oxidative stress","","oxidative tenseness","en"
"oxidative stress","","oxidative tension","en"
"oxidative stress","","oxidativestress","en"
"Nestlé Ice Cream","Brand; Nestle brand","Nestle Ice Cream","en"
"Nestlé Ice Cream","Brand; Nestle brand","Nestle Icecream","en"
"Nestlé Ice Cream","Brand; Nestle brand","Nestlé Ice Cream","en"
"Nestlé Ice Cream","Brand; Nestle brand","Nestlé Icecream","en"
"willy wonka","Brand; Nestle brand","Nestle Willy Wonka","en"
"willy wonka","Brand; Nestle brand","Nestlé Willy Wonka","en"
"willy wonka","Brand; Nestle brand","willy wonka","en"
"willy wonka","Brand; Nestle brand","willywonka","en"
"country of origin","","country of origin","en"
"country of origin","","countryoforigin","en"
"country of origin","","nation of origin","en"
"european food safety authority","","efsa","en"
"european food safety authority","","european food safety agency","en"
"european food safety authority","","european food safety authorisation","en"
"european food safety authority","","european food safety authority","en"
"european food safety authority","","european food safety authorization","en"
"european food safety authority","","european food safety bureau","en"
"european food safety authority","","european food safety office","en"
"meat lover","","meat lover","en"
"meat lover","","red meat eater","en"
"meat lover","","red meat lover","en"
"meat lover","","redmeatlover","en"
"pancreatic cancer","Disease / Condition; Cancer","pancreatic cancer","en"
"consumer health","","consumer health","en"
"hysteria","","hysteria","en"
"fat dairy","","fat dairy","en"
"radioactive","","radioactive","en"
"law school","","law school","en"
"law school","","lawschool","en"
"protestors","","protestors","en"
"kidney failure","","kidney failure","en"
"kidney failure","","kidneyfailure","en"
"HFC","","HFC","en"
"HFC","","hfcs","en"
"HFC","","hydrofluorocarbon","en"
"organic fruit","","organic fruit","en"
"golden rice","","golden rice","en"
"golden rice","","goldenrice","en"
"wastewater","","wastewater","en"
"published study","","published report","en"
"published study","","published study","en"
"published study","","published survey","en"
"published study","","published work","en"
"published study","","released report","en"
"environmental group","","environmental group","en"
"organic gardening","","organic gardening","en"
"organic gardening","","organic vegetable gardening","en"
"organic gardening","","organicgardening","en"
"market cap","","market cap","en"
"market cap","","marketcap","en"
"unintentional","","unintentional","en"
"obese people","","obese people","en"
"american child","Children","american child","en"
"american child","Children","american children","en"
"american child","Children","american kid","en"
"american child","Children","american minor","en"
"american child","Children","american youngster","en"
"viability","","viability","en"
"tar","","tar","en"
"pou alien","","pou","en"
"pou alien","","pou alien","en"
"nano technology","","nano technology","en"
"nano technology","","nanotechnology","en"
"full refund","","full refund","en"
"full refund","","fullrefund","en"
"great piece","","good piece","en"
"great piece","","great piece","en"
"great piece","","greatpiece","en"
"great piece","","strong piece","en"
"gate foundation","","gate foundation","en"
"drumstick","","drumstick","en"
"patchwork","","hodgepodge","en"
"patchwork","","jumble","en"
"patchwork","","patchwork","en"
"dairy farmer","","dairy farmer","en"
"dairy farmer","","dairyfarmer","en"
"energy bar","","energy bar","en"
"robert lustig","Influencer; PF Influencer","Dr Lustig","en"
"robert lustig","Influencer; PF Influencer","Dr. Lustig","en"
"robert lustig","Influencer; PF Influencer","Lustig","en"
"robert lustig","Influencer; PF Influencer","Robert Lustig","en"
"robert lustig","Influencer; PF Influencer","RobertLustigMD","en"
"robert lustig","Influencer; PF Influencer","robert lustig","en"
"bill marler","Influencer; PF Influencer","Bill Marler","en"
"bill marler","Influencer; PF Influencer","bill marler","en"
"bill marler","Influencer; PF Influencer","bmarler","en"
"food worker","","food worker","en"
"junk food companies","","junk food companies","en"
"junk food companies","","junk food company","en"
"formaldehyde","","formaldehyde","en"
"vegetable soup","","vegetable soup","en"
"botulism","","botulism","en"
"botulism","","botulism illness","en"
"fresh meat","Meat","fresh meat","en"
"medical advice","","medical advice","en"
"medical advice","","medicaladvice","en"
"super weed","","super weed","en"
"super weed","","superweed","en"
"reservoir","","reservoir","en"
"greenhouse gas","","greenhouse gas","en"
"greenhouse gas","","greenhousegas","en"
"tyrant","","autocrat","en"
"tyrant","","despot","en"
"tyrant","","tyrant","en"
"risk of diabetes","","danger of diabetes","en"
"risk of diabetes","","endangerment of diabetes","en"
"risk of diabetes","","hazard of diabetes","en"
"risk of diabetes","","jeopardy of diabetes","en"
"risk of diabetes","","peril of diabetes","en"
"risk of diabetes","","risk of diabetes","en"
"red meat consumption","","red meat consumption","en"
"bruno mars","","bruno","en"
"bruno mars","","bruno mars","en"
"permaculture","","permaculture","en"
"high school student","","high school student","en"
"permissible limit","","permissible boundary","en"
"permissible limit","","permissible limit","en"
"permissible limit","","permissible limitation","en"
"larva","","larva","en"
"larva","","larvae","en"
"statin","","statin","en"
"jeb bush","","jeb bush","en"
"Polo","Brand; Nestle brand","Nestle Polo","en"
"Polo","Brand; Nestle brand","Nestlé Polo","en"
"Polo","Brand; Nestle brand","Polo","en"
"discerning","","discerning","en"
"grain bread","","cereal bread","en"
"grain bread","","grain bread","en"
"bbc","","bbc","en"
"natural sugar","","natural sugar","en"
"dunkin","","dunkin","en"
"embryo","","embryo","en"
"seriousness","","seriousness","en"
"obesity risk","","danger of obesity","en"
"obesity risk","","endangerment of obesity","en"
"obesity risk","","hazard of obesity","en"
"obesity risk","","jeopardy of obesity","en"
"obesity risk","","obesity danger","en"
"obesity risk","","obesity endangerment","en"
"obesity risk","","obesity hazard","en"
"obesity risk","","obesity jeopardy","en"
"obesity risk","","obesity peril","en"
"obesity risk","","obesity risk","en"
"obesity risk","","peril of obesity","en"
"obesity risk","","risk of obesity","en"
"Bill Maher","","Bill Maher","en"
"Bill Maher","","maher","en"
"coronary heart disease","","coronary heart disease","en"
"tempeh","","soy bean food","en"
"tempeh","","tempeh","en"
"bisphenol","","bisphenol","en"
"extreme weather","","extreme weather","en"
"ground turkey","","ground turkey","en"
"ground turkey","","groundturkey","en"
"bone health","","bone health","en"
"asbestos","","asbestos","en"
"fact sheet","","fact sheet","en"
"fact sheet","","factsheet","en"
"generally recognized as safe","","GRAS","en"
"generally recognized as safe","","generally recognized as safe","en"
"food safety and inspection service","","food safety and inspection service","en"
"mountain dew","","mountain dew","en"
"mountain dew","","mountaindew","en"
"ceo","","ceo","en"
"hyperactivity","","hyperactivity","en"
"beverage maker","","beverage maker","en"
"beverage maker","","beverage manufacturer","en"
"beverage maker","","beverage producer","en"
"beverage maker","","drink maker","en"
"harmful bacteria","Health Risk; pathogen; bacteria","harmful bacteria","en"
"harmful bacteria","Health Risk; pathogen; bacteria","harmful bacterium","en"
"personal belief","","personal belief","en"
"personal belief","","personal feeling","en"
"personal belief","","personal impression","en"
"personal belief","","personal opinion","en"
"personal belief","","personal thought","en"
"personal belief","","personal view","en"
"wet food","","wet food","en"
"Herbalife","","Herbalife","en"
"natural medicine","","natural medicament","en"
"natural medicine","","natural medication","en"
"natural medicine","","natural medicine","en"
"bariatric surgery","","bariatric surgery","en"
"bariatric surgery","","gastric bypass","en"
